"기준코인","대상코인","상관계수","순서"
"CTC","GLM",0.198,93
"CTC","STRIKE",0.195,94
"CTC","CBK",0.185,95
"CTC","LSK",0.183,96
"CTC","META",0.175,97
"CTC","BTT",0.137,98
"CTC","EGLD",-0.117,99
"CTC","ATOM",0.115,100
"CTC","CRE",0.115,101
"CTC","LINK",-0.115,102
"CTC","CHZ",-0.111,103
"CTC","JST",0.111,104
"CTC","ELF",-0.107,105
"CTC","GAS",0.103,106
"CTC","NEO",0.097,107
"CTC","BSV",-0.083,108
"CTC","HBAR",0.073,109
"CTC","STRAX",0.072,110
"CTC","STORJ",0.068,111
"CTC","MTL",0.066,112
"CTC","DKA",0.065,113
"CTC","MINA",-0.063,114
"CTC","MATIC",-0.06,115
"CTC","ETC",0.053,116
"CTC","SBD",0.049,117
"CTC","SEI",0.018,118
"CVC","CVC",1,1
"CVC","T",0.924,2
"CVC","POLYX",0.917,3
"CVC","ANKR",0.811,4
"CVC","TRX",-0.769,5
"CVC","HIFI",0.764,6
"CVC","BCH",0.744,7
"CVC","CTC",0.741,8
"CVC","DOGE",0.737,9
"CVC","MVL",0.702,10
"CVC","ARDR",0.677,11
"CVC","HUNT",0.661,12
"CVC","BLUR",-0.65,13
"CVC","ARB",-0.637,14
"CVC","MASK",0.635,15
"CVC","WAXP",0.625,16
"CVC","STX",0.618,17
"CVC","APT",0.613,18
"CVC","ASTR",-0.609,19
"CVC","SUI",0.592,20
"CVC","SOL",0.588,21
"CVC","STMX",0.572,22
"CVC","BTC",0.537,23
"CVC","XEC",0.533,24
"CVC","ICX",0.527,25
"CVC","NEAR",0.507,26
"CVC","STEEM",0.484,27
"CVC","STPT",0.48,28
"CVC","AERGO",0.474,29
"CVC","ADA",-0.463,30
"CVC","GMT",0.448,31
"CVC","IMX",-0.44,32
"CVC","GRS",0.438,33
"CVC","MINA",-0.438,34
"CVC","PUNDIX",0.434,35
"CVC","MATIC",-0.433,36
"CVC","BORA",0.422,37
"CVC","ZIL",0.422,38
"CVC","EGLD",-0.407,39
"CVC","ONT",0.391,40
"CVC","BTG",0.388,41
"CVC","SXP",0.386,42
"CVC","TFUEL",0.383,43
"CVC","TON",0.376,44
"CVC","MOC",0.369,45
"CVC","SEI",-0.367,46
"CVC","ONG",0.366,47
"CVC","HPO",0.338,48
"CVC","IQ",0.335,49
"CVC","PYTH",0.335,50
"CVC","KAVA",0.33,51
"CVC","HIVE",0.315,52
"CVC","VET",-0.309,53
"CVC","LINK",-0.303,54
"CVC","WAVES",0.303,55
"CVC","QKC",0.301,56
"CVC","LOOM",0.297,57
"CVC","CRO",0.296,58
"CVC","AVAX",0.289,59
"CVC","MBL",0.284,60
"CVC","UPP",0.27,61
"CVC","IOST",0.234,62
"CVC","STRAX",-0.233,63
"CVC","ORBS",0.224,64
"CVC","AAVE",0.221,65
"CVC","FLOW",0.219,66
"CVC","SC",0.218,67
"CVC","SHIB",0.21,68
"CVC","ARK",0.207,69
"CVC","THETA",0.201,70
"CVC","POWR",0.198,71
"CVC","MED",0.196,72
"CVC","1INCH",0.194,73
"CVC","ZRX",0.186,74
"CVC","SBD",-0.184,75
"CVC","ELF",-0.178,76
"CVC","DOT",-0.177,77
"CVC","XEM",0.173,78
"CVC","LSK",0.17,79
"CVC","ATOM",-0.167,80
"CVC","DKA",-0.167,81
"CVC","GRT",0.157,82
"CVC","KNC",0.156,83
"CVC","IOTA",0.151,84
"CVC","HBAR",-0.15,85
"CVC","SNT",0.15,86
"CVC","EOS",0.144,87
"CVC","NEO",0.143,88
"CVC","GLM",0.142,89
"CVC","BAT",0.14,90
"CVC","ALGO",0.128,91
"CVC","MANA",-0.122,92
"CVC","STRIKE",-0.115,93
"CVC","CELO",0.11,94
"CVC","QTUM",0.103,95
"CVC","AQT",0.095,96
"CVC","MLK",0.093,97
"CVC","ETH",-0.092,98
"CVC","STORJ",-0.09,99
"CVC","FCT2",0.088,100
"CVC","AHT",-0.084,101
"CVC","SAND",0.079,102
"CVC","AXS",0.073,103
"CVC","CHZ",-0.067,104
"CVC","CBK",-0.06,105
"CVC","CRE",-0.06,106
"CVC","XRP",-0.053,107
"CVC","GAS",-0.051,108
"CVC","ID",0.051,109
"CVC","JST",0.051,110
"CVC","XLM",0.047,111
"CVC","TT",0.046,112
"CVC","BSV",-0.043,113
"CVC","BTT",0.036,114
"CVC","XTZ",0.034,115
"CVC","ETC",-0.033,116
"CVC","MTL",0.017,117
"CVC","META",-0.013,118
"DKA","DKA",1,1
"DKA","STRIKE",0.96,2
"DKA","MANA",0.916,3
"DKA","MLK",0.914,4
"DKA","CBK",0.904,5
"DKA","ADA",0.889,6
"DKA","ATOM",0.882,7
"DKA","SBD",0.88,8
"DKA","ORBS",0.876,9
"DKA","MATIC",0.874,10
"DKA","FCT2",0.873,11
"DKA","STORJ",0.873,12
"DKA","XTZ",0.865,13
"DKA","GAS",0.862,14
"DKA","DOT",0.855,15
"DKA","IOST",0.85,16
"DKA","SAND",0.848,17
"DKA","META",0.844,18
"DKA","IOTA",0.841,19
"DKA","HBAR",0.839,20
"DKA","AHT",0.833,21
"DKA","ETH",0.832,22
"DKA","TT",0.82,23
"DKA","AXS",0.81,24
"DKA","BAT",0.807,25
"DKA","LINK",0.803,26
"DKA","HIVE",0.788,27
"DKA","MINA",0.788,28
"DKA","ELF",0.781,29
"DKA","XEM",0.78,30
"DKA","1INCH",0.779,31
"DKA","AQT",0.779,32
"DKA","SNT",0.778,33
"DKA","SXP",0.778,34
"DKA","ALGO",0.767,35
"DKA","ARB",0.765,36
"DKA","STRAX",0.765,37
"DKA","EGLD",0.76,38
"DKA","XLM",0.759,39
"DKA","CRE",0.754,40
"DKA","ONG",0.751,41
"DKA","ARK",0.75,42
"DKA","ETC",0.745,43
"DKA","KNC",0.741,44
"DKA","EOS",0.74,45
"DKA","JST",0.733,46
"DKA","MED",0.73,47
"DKA","QTUM",0.728,48
"DKA","MBL",0.722,49
"DKA","BTT",0.721,50
"DKA","HPO",0.717,51
"DKA","TON",0.7,52
"DKA","CELO",0.698,53
"DKA","ASTR",0.684,54
"DKA","IMX",0.684,55
"DKA","POWR",0.68,56
"DKA","CHZ",0.672,57
"DKA","BSV",0.671,58
"DKA","LOOM",0.663,59
"DKA","FLOW",0.661,60
"DKA","GLM",0.655,61
"DKA","STPT",0.643,62
"DKA","AAVE",0.64,63
"DKA","KAVA",0.638,64
"DKA","BORA",0.631,65
"DKA","AERGO",0.626,66
"DKA","SHIB",0.623,67
"DKA","ONT",0.621,68
"DKA","MOC",0.62,69
"DKA","XRP",0.607,70
"DKA","SC",0.601,71
"DKA","CRO",0.592,72
"DKA","ICX",0.588,73
"DKA","ZIL",0.58,74
"DKA","QKC",0.575,75
"DKA","STMX",0.573,76
"DKA","STEEM",0.565,77
"DKA","MTL",0.56,78
"DKA","THETA",0.553,79
"DKA","SEI",0.531,80
"DKA","BLUR",0.528,81
"DKA","GMT",0.509,82
"DKA","VET",0.494,83
"DKA","GRT",0.482,84
"DKA","NEO",0.46,85
"DKA","UPP",0.46,86
"DKA","STX",-0.444,87
"DKA","WAVES",0.444,88
"DKA","BTG",0.437,89
"DKA","TRX",0.427,90
"DKA","GRS",0.42,91
"DKA","LSK",0.411,92
"DKA","POLYX",-0.395,93
"DKA","WAXP",0.38,94
"DKA","ARDR",0.343,95
"DKA","BTC",0.337,96
"DKA","HUNT",0.319,97
"DKA","BCH",-0.307,98
"DKA","IQ",0.306,99
"DKA","SUI",-0.283,100
"DKA","TFUEL",0.265,101
"DKA","ID",0.254,102
"DKA","ZRX",0.239,103
"DKA","SOL",-0.204,104
"DKA","XEC",0.2,105
"DKA","NEAR",0.193,106
"DKA","CVC",-0.167,107
"DKA","T",-0.157,108
"DKA","PYTH",-0.131,109
"DKA","DOGE",0.128,110
"DKA","PUNDIX",0.127,111
"DKA","APT",-0.119,112
"DKA","MVL",0.087,113
"DKA","ANKR",0.066,114
"DKA","CTC",0.065,115
"DKA","AVAX",0.047,116
"DKA","MASK",0.039,117
"DKA","HIFI",-0.016,118
"DOGE","DOGE",1,1
"DOGE","XEC",0.815,2
"DOGE","BCH",0.782,3
"DOGE","ANKR",0.748,4
"DOGE","POLYX",0.74,5
"DOGE","CVC",0.737,6
"DOGE","T",0.735,7
"DOGE","MASK",0.721,8
"DOGE","STEEM",0.717,9
"DOGE","BTC",0.716,10
"DOGE","ARDR",0.691,11
"DOGE","CRO",0.687,12
"DOGE","ICX",0.674,13
"DOGE","BORA",0.65,14
"DOGE","CTC",0.647,15
"DOGE","ZIL",0.644,16
"DOGE","HUNT",0.643,17
"DOGE","MVL",0.632,18
"DOGE","HIFI",0.63,19
"DOGE","SHIB",0.621,20
"DOGE","PUNDIX",0.62,21
"DOGE","TRX",-0.62,22
"DOGE","GMT",0.618,23
"DOGE","STMX",0.616,24
"DOGE","BTG",0.613,25
"DOGE","BLUR",-0.608,26
"DOGE","SXP",0.6,27
"DOGE","ONT",0.596,28
"DOGE","TON",0.596,29
"DOGE","STPT",0.585,30
"DOGE","HPO",0.578,31
"DOGE","TFUEL",0.566,32
"DOGE","KAVA",0.553,33
"DOGE","HIVE",0.55,34
"DOGE","ONG",0.543,35
"DOGE","SOL",0.539,36
"DOGE","QTUM",0.533,37
"DOGE","GLM",0.53,38
"DOGE","APT",0.528,39
"DOGE","WAXP",0.511,40
"DOGE","BTT",0.51,41
"DOGE","NEAR",0.503,42
"DOGE","1INCH",0.498,43
"DOGE","MBL",0.492,44
"DOGE","GRS",0.491,45
"DOGE","ASTR",-0.486,46
"DOGE","MOC",0.485,47
"DOGE","STX",0.471,48
"DOGE","EOS",0.463,49
"DOGE","AERGO",0.459,50
"DOGE","NEO",0.457,51
"DOGE","WAVES",0.45,52
"DOGE","QKC",0.448,53
"DOGE","SUI",0.444,54
"DOGE","IOST",0.438,55
"DOGE","THETA",0.438,56
"DOGE","LSK",0.437,57
"DOGE","MED",0.432,58
"DOGE","ORBS",0.424,59
"DOGE","ARB",-0.419,60
"DOGE","XLM",0.417,61
"DOGE","AAVE",0.416,62
"DOGE","ETC",0.4,63
"DOGE","IQ",0.4,64
"DOGE","XEM",0.4,65
"DOGE","MLK",0.389,66
"DOGE","JST",0.386,67
"DOGE","SAND",0.372,68
"DOGE","SNT",0.372,69
"DOGE","ARK",0.37,70
"DOGE","IOTA",0.365,71
"DOGE","LOOM",0.362,72
"DOGE","BAT",0.351,73
"DOGE","UPP",0.343,74
"DOGE","IMX",-0.342,75
"DOGE","FLOW",0.338,76
"DOGE","SEI",-0.335,77
"DOGE","BSV",0.334,78
"DOGE","KNC",0.329,79
"DOGE","MTL",0.322,80
"DOGE","AXS",0.311,81
"DOGE","ALGO",0.303,82
"DOGE","XTZ",0.296,83
"DOGE","POWR",0.289,84
"DOGE","AQT",0.279,85
"DOGE","MINA",-0.277,86
"DOGE","FCT2",0.275,87
"DOGE","GRT",0.273,88
"DOGE","AVAX",0.254,89
"DOGE","TT",0.251,90
"DOGE","CBK",0.237,91
"DOGE","PYTH",0.231,92
"DOGE","EGLD",-0.229,93
"DOGE","MATIC",-0.229,94
"DOGE","ETH",0.223,95
"DOGE","CRE",0.213,96
"DOGE","SC",0.209,97
"DOGE","ZRX",0.202,98
"DOGE","CELO",0.201,99
"DOGE","VET",-0.197,100
"DOGE","STRIKE",0.196,101
"DOGE","META",0.188,102
"DOGE","LINK",-0.173,103
"DOGE","GAS",0.169,104
"DOGE","XRP",0.164,105
"DOGE","ADA",-0.162,106
"DOGE","CHZ",0.16,107
"DOGE","SBD",0.16,108
"DOGE","MANA",0.152,109
"DOGE","AHT",0.136,110
"DOGE","DOT",0.131,111
"DOGE","DKA",0.128,112
"DOGE","STORJ",0.123,113
"DOGE","ATOM",0.105,114
"DOGE","ID",0.103,115
"DOGE","ELF",0.084,116
"DOGE","HBAR",-0.064,117
"DOGE","STRAX",0.022,118
"DOT","DOT",1,1
"DOT","ATOM",0.906,2
"DOT","ETH",0.901,3
"DOT","STRIKE",0.893,4
"DOT","SBD",0.881,5
"DOT","CBK",0.88,6
"DOT","ALGO",0.879,7
"DOT","MATIC",0.873,8
"DOT","DKA",0.855,9
"DOT","MLK",0.854,10
"DOT","KNC",0.851,11
"DOT","IOTA",0.846,12
"DOT","STRAX",0.836,13
"DOT","ADA",0.833,14
"DOT","XEM",0.821,15
"DOT","MANA",0.819,16
"DOT","ARK",0.812,17
"DOT","HBAR",0.8,18
"DOT","1INCH",0.799,19
"DOT","FCT2",0.794,20
"DOT","XLM",0.791,21
"DOT","AXS",0.789,22
"DOT","SAND",0.785,23
"DOT","HIVE",0.778,24
"DOT","XTZ",0.778,25
"DOT","FLOW",0.772,26
"DOT","IOST",0.772,27
"DOT","THETA",0.772,28
"DOT","GAS",0.766,29
"DOT","META",0.759,30
"DOT","ORBS",0.755,31
"DOT","QTUM",0.755,32
"DOT","XRP",0.751,33
"DOT","AAVE",0.736,34
"DOT","EGLD",0.736,35
"DOT","EOS",0.731,36
"DOT","HPO",0.728,37
"DOT","BAT",0.726,38
"DOT","ONT",0.724,39
"DOT","MINA",0.721,40
"DOT","MED",0.717,41
"DOT","SHIB",0.717,42
"DOT","TT",0.715,43
"DOT","AHT",0.713,44
"DOT","SXP",0.709,45
"DOT","BTT",0.703,46
"DOT","POWR",0.693,47
"DOT","ZIL",0.688,48
"DOT","STORJ",0.682,49
"DOT","MOC",0.677,50
"DOT","ETC",0.676,51
"DOT","KAVA",0.676,52
"DOT","WAVES",0.671,53
"DOT","ONG",0.669,54
"DOT","TON",0.667,55
"DOT","AQT",0.663,56
"DOT","LINK",0.662,57
"DOT","ARB",0.66,58
"DOT","JST",0.656,59
"DOT","LOOM",0.652,60
"DOT","SEI",0.648,61
"DOT","STPT",0.638,62
"DOT","GRT",0.635,63
"DOT","STEEM",0.635,64
"DOT","CELO",0.634,65
"DOT","CRO",0.624,66
"DOT","SNT",0.624,67
"DOT","GLM",0.613,68
"DOT","BORA",0.605,69
"DOT","MTL",0.605,70
"DOT","MBL",0.6,71
"DOT","CRE",0.577,72
"DOT","ASTR",0.571,73
"DOT","ELF",0.571,74
"DOT","STMX",0.568,75
"DOT","QKC",0.567,76
"DOT","ID",0.548,77
"DOT","BTG",0.546,78
"DOT","IMX",0.546,79
"DOT","ICX",0.544,80
"DOT","ZRX",0.542,81
"DOT","AERGO",0.513,82
"DOT","LSK",0.498,83
"DOT","SC",0.494,84
"DOT","BSV",0.49,85
"DOT","BTC",0.486,86
"DOT","IQ",0.483,87
"DOT","GRS",0.447,88
"DOT","NEAR",0.436,89
"DOT","UPP",0.413,90
"DOT","STX",-0.396,91
"DOT","GMT",0.39,92
"DOT","AVAX",0.383,93
"DOT","POLYX",-0.383,94
"DOT","CHZ",0.376,95
"DOT","ARDR",0.375,96
"DOT","BLUR",0.36,97
"DOT","HUNT",0.342,98
"DOT","NEO",0.34,99
"DOT","BCH",-0.326,100
"DOT","TRX",0.283,101
"DOT","VET",0.227,102
"DOT","WAXP",0.226,103
"DOT","XEC",0.225,104
"DOT","PYTH",0.212,105
"DOT","CTC",0.209,106
"DOT","T",-0.206,107
"DOT","TFUEL",0.206,108
"DOT","SUI",-0.204,109
"DOT","PUNDIX",0.184,110
"DOT","CVC",-0.177,111
"DOT","APT",0.137,112
"DOT","DOGE",0.131,113
"DOT","MVL",0.119,114
"DOT","SOL",0.108,115
"DOT","ANKR",0.107,116
"DOT","HIFI",0.063,117
"DOT","MASK",0.058,118
"EGLD","EGLD",1,1
